rating,date,variation,verified_reviews,feedback,cleaned_reviews,sentiment_score,sentiment_label,label
5,30-Jul-18,Charcoal Fabric ,"So far it seems to be a very nice item. It picks up on my voice and understands me without any problems. The other day I asked it to turn down the music from the next room and it heard me just fine. I've only used it to listen to music and check the weather, but it has done both of those things very well.",1,so far it seems to be a very nice item it picks up on my voice and understands me without any problems the other day i asked it to turn down the music from the next room and it heard me just fine ive only used it to listen to music and check the weather but it has done both of those things very well,0.7323,Positive,1
5,30-Jul-18,Charcoal Fabric ,Love our echo,1,love our echo,0.6369,Positive,1
5,30-Jul-18,Charcoal Fabric ,"I love it,she is very helpful. I use her for remembering things and sleep. You can ask her just about anything. I have only had her for about a week so still learning her.",1,i love itshe is very helpful i use her for remembering things and sleep you can ask her just about anything i have only had her for about a week so still learning her,0.807,Positive,1
4,30-Jul-18,Charcoal Fabric ,"It's better than the 1st gen in every way except for one.  I really miss the ring at the top for volume control.  It was quicker and easier to just grab the top and twist without having to look at the buttons and find the &#34;-&#34; one and press it a few times.  I also wish the bass was a bit better.  All in all, it's a great device and I'm happy with it.",1,its better than the st gen in every way except for one  i really miss the ring at the top for volume control  it was quicker and easier to just grab the top and twist without having to look at the buttons and find the  one and press it a few times  i also wish the bass was a bit better  all in all its a great device and im happy with it,0.9628,Positive,1
5,30-Jul-18,Charcoal Fabric ,I love having an Alexa!,1,i love having an alexa,0.6369,Positive,1
5,30-Jul-18,Charcoal Fabric ,So far I like it 🤓,1,so far i like it ,0.4144,Positive,1
5,30-Jul-18,Heather Gray Fabric ,I am thoroughly enjoying my Ecoo!  Love to have it read my audiobook to me while in the office and then I can simply open the audiobook on my kindle to continue it when elsewhere. Wonderful for listening to music when not in the mood for a book. Great for setting reminders for myself too and so much more.,1,i am thoroughly enjoying my ecoo  love to have it read my audiobook to me while in the office and then i can simply open the audiobook on my kindle to continue it when elsewhere wonderful for listening to music when not in the mood for a book great for setting reminders for myself too and so much more,0.9493,Positive,1
5,30-Jul-18,Charcoal Fabric ,Still love it,1,still love it,0.6369,Positive,1
5,30-Jul-18,Charcoal Fabric ,Love it,1,love it,0.6369,Positive,1
5,30-Jul-18,Heather Gray Fabric ,"I love the sound quality of this unit, it is a very clear sound.",1,i love the sound quality of this unit it is a very clear sound,0.796,Positive,1
4,30-Jul-18,Sandstone Fabric ,I just this for listening to talk radio in the morning and turning lights on and off etc. The system does an excellent job as a full house sound system streaming Sirius.,1,i just this for listening to talk radio in the morning and turning lights on and off etc the system does an excellent job as a full house sound system streaming sirius,0.5719,Positive,1
5,30-Jul-18,Charcoal Fabric ,"I have had for only a week, so I am still learning all that Alexa can do.  It is a learning process.  I love the music I can call up any time.  I listen to podcasts and radio stations.  I have just started keeping shopping lists and grocery lists, which I love.  I don’t have to search for paper and pencil.  Getting time and temperature are great, do not have to wait for weather reports.  The sound is good.  I am not fussy about woofers, tweeters, base , etc.  the Echo is fine for me.  This afternoon I am going to try “dropping in”.on my son when he gets home.  Going to surprise him.",1,i have had for only a week so i am still learning all that alexa can do  it is a learning process  i love the music i can call up any time  i listen to podcasts and radio stations  i have just started keeping shopping lists and grocery lists which i love  i dont have to search for paper and pencil  getting time and temperature are great do not have to wait for weather reports  the sound is good  i am not fussy about woofers tweeters base  etc  the echo is fine for me  this afternoon i am going to try dropping inon my son when he gets home  going to surprise him,0.9601,Positive,1
1,30-Jul-18,Charcoal Fabric ,Not much features.,0,not much features,0.0,Neutral,2
5,30-Jul-18,Charcoal Fabric ,"Great sound quality, great features, great product. Multi room music is very cool.",1,great sound quality great features great product multi room music is very cool,0.9422,Positive,1
5,30-Jul-18,Charcoal Fabric ,Cool,1,cool,0.3182,Positive,1
5,30-Jul-18,Charcoal Fabric ,Everyone should have an Echo or two or three or more. I bought my Echo through QVC.,1,everyone should have an echo or two or three or more i bought my echo through qvc,0.0,Neutral,2
3,30-Jul-18,Sandstone Fabric ,it's annoying that everything they show Alexa as being able to do has to be downloaded. You spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,1,its annoying that everything they show alexa as being able to do has to be downloaded you spend so  much time trying to figure out how to phrase it for the machine that you may as well just look it up yourself,-0.1531,Negative,0
5,30-Jul-18,Charcoal Fabric ,I have had Alexa since the beginning.  I accidentally spilled water on her and have replaced it with the 2nd generation.  I decided I couldn't be without an Echo.  Setup was easy and had it working within minutes.,1,i have had alexa since the beginning  i accidentally spilled water on her and have replaced it with the nd generation  i decided i couldnt be without an echo  setup was easy and had it working within minutes,0.128,Positive,1
5,30-Jul-18,Charcoal Fabric ,"I like being able to tell Alexia the music I want to hear, but sometimes she has trouble finding the song if I am not very specific about the title.",1,i like being able to tell alexia the music i want to hear but sometimes she has trouble finding the song if i am not very specific about the title,-0.3919,Negative,0
5,30-Jul-18,Heather Gray Fabric ,I like the looks better than the original echo.  I moved my old echo to the basement family room. Nice sound.,1,i like the looks better than the original echo  i moved my old echo to the basement family room nice sound,0.8591,Positive,1
5,30-Jul-18,Charcoal Fabric ,The Echo is wonderful but I'm still learning how to use it. Music requests are somewhat limited.,1,the echo is wonderful but im still learning how to use it music requests are somewhat limited,0.1128,Positive,1
3,30-Jul-18,Heather Gray Fabric ,"Doesn't know half the things asked. Can't recognize my sprinkler wifi controller, even though product details says it is compatible. Can't program or change my wifi thermostat settings and its matched up on same wifi router. Just a handy music player. That's if you have Amazon Music.",1,doesnt know half the things asked cant recognize my sprinkler wifi controller even though product details says it is compatible cant program or change my wifi thermostat settings and its matched up on same wifi router just a handy music player thats if you have amazon music,0.1779,Positive,1
5,30-Jul-18,Sandstone Fabric ,Love it,1,love it,0.6369,Positive,1
5,30-Jul-18,Sandstone Fabric ,awesome.understands my kids,1,awesomeunderstands my kids,0.0,Neutral,2
5,30-Jul-18,Charcoal Fabric ,We were pleasantly surprised at the sound quality and the many features. How nice to easily hear a particular artist or hear our books just by a simple command. Looking forward to exploring other options with this device.,1,we were pleasantly surprised at the sound quality and the many features how nice to easily hear a particular artist or hear our books just by a simple command looking forward to exploring other options with this device,0.8481,Positive,1
5,30-Jul-18,Heather Gray Fabric ,Met and exceeded my expectations. Easy set up and is really quick in responses.,1,met and exceeded my expectations easy set up and is really quick in responses,0.4404,Positive,1
5,30-Jul-18,Charcoal Fabric ,"I like the fact that I can get any kind of music from Prime that I want on request from Alexa. I liked the informative photo little pamphlet but wish it included how to connect your TV etc. to the commands from Alexa. BUT, I really love having the music.",1,i like the fact that i can get any kind of music from prime that i want on request from alexa i liked the informative photo little pamphlet but wish it included how to connect your tv etc to the commands from alexa but i really love having the music,0.9216,Positive,1
